"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
39.56,9.89,151,0,83.81,99.27,"Delta","api","alta","success"
4.91,10.15,140,3,75.39,41.7,"Gamma","database","baja","success"
5.38,15,135,0,78.85,28.55,"Gamma","database","crítica","success"
13.45,15.14,163,1,58.46,0.84,"Alpha","ui","media","success"
8.7,14.04,133,1,99.69,29.9,"Beta","ui","alta","rolled_back"
39.29,13.2,151,5,69.83,66.25,"Alpha","ui","media","success"
17.19,5.04,138,3,83.77,2.97,"Delta","auth","baja","success"
13.23,9.06,173,0,69.79,3.2,"Alpha","analytics","baja","failed"
34.87,22.82,173,3,59.51,9.67,"Gamma","api","baja","success"
14.6,7.79,175,2,NA,32.43,"Delta","ui","media","success"
16.92,15.75,138,2,76.76,20.16,"Gamma","analytics","media","success"
22.1,0.46,138,2,85.4,6.9,"Alpha","analytics","media","success"
7.02,7.33,156,3,59.39,29.86,"Gamma","analytics","media","failed"
18.88,50.85,157,1,73.74,12.31,"Gamma","api","baja","success"
25.86,38.78,153,1,61.47,2.35,"Delta","ui","crítica","success"
18.38,8.71,160,3,85.87,34.58,"Gamma","auth","baja","success"
13.23,19.25,170,2,80.55,10.85,"Alpha","analytics","baja","failed"
32.07,37.56,157,4,69.97,9.41,"Alpha","auth","baja","success"
10.9,19.83,151,1,97.44,1.48,"Beta","database","media","success"
1.98,49.07,132,1,56.19,11.81,"Gamma","analytics","crítica","success"
1.87,43.89,169,1,75.55,10.95,"Alpha","ui","baja","success"
18.39,40.91,133,4,92.82,1.87,"Alpha","analytics","media","success"
8.97,16.46,153,3,83.28,15.1,"Delta","ui","media","success"
7.44,33.91,156,0,67.45,14.61,"Gamma","auth","baja","success"
17.35,16.41,132,2,70.16,3.66,"Alpha","database","baja","success"
23.98,17.88,153,3,79.15,30.28,"Beta","database","baja","success"
14.21,19.92,170,4,92.36,10.63,"Beta","ui","baja","success"
7.29,5.17,143,0,97.97,3.26,"Beta","auth","media","failed"
10.01,36.2,151,2,79.81,4.26,"Gamma","analytics","baja","failed"
11.45,17.48,134,1,73.8,51.97,"Delta","database","alta","failed"
42.04,9.2,142,4,66.93,0.84,"Beta","auth","media","rolled_back"
5.31,10.11,157,0,93.91,4.99,"Alpha","database","alta","success"
9.12,32.09,139,0,69.67,5.9,"Delta","analytics","alta","success"
14.21,12.52,155,1,73.87,10.06,"Alpha","database","alta","success"
9.92,50.94,157,2,67.26,1.22,"Delta","auth","baja","success"
9.5,5.59,161,1,55.63,2.48,"Beta","auth","baja","success"
11.38,26.44,154,1,87.86,11.16,"Alpha","ui","baja","failed"
16.32,16.53,141,2,74.12,24.94,"Gamma","database","baja","success"
12.39,7.31,139,0,66.41,29.2,"Gamma","api","alta","success"
7.32,11.62,142,0,72.84,8.84,"Gamma","database","baja","success"
18.12,14.42,147,1,63.42,19.89,"Alpha","analytics","baja","success"
24.99,40.68,145,1,92.47,6.6,"Delta","auth","media","success"
32.88,13.25,152,2,100,2.36,"Alpha","ui","alta","success"
24.54,27.52,137,3,57.38,43.27,"Beta","analytics","media","failed"
37.33,20.95,146,0,75.66,11.14,"Alpha","database","crítica","success"
38.96,16.75,145,0,87.49,12.55,"Alpha","database","media","success"
13.5,11.97,182,1,78.43,7.97,"Alpha","auth","baja","success"
16.43,11.94,149,4,72.32,16.96,"Delta","auth","baja","success"
32.71,1.87,167,3,80.34,1.69,"Gamma","auth","media","success"
14.3,16.6,148,4,100,1.13,"Delta","auth","baja","success"
3.33,34.89,178,3,71.47,10.49,"Delta","database","media","failed"
13.33,8.81,145,0,77.46,14.26,"Delta","auth","baja","success"
16.98,31.35,149,0,70.37,46.97,"Alpha","ui","alta","success"
12.76,18.89,157,4,63.57,0.98,"Beta","database","alta","success"
21.45,65.41,146,2,78.16,69.26,"Alpha","database","baja","failed"
24.44,30.91,157,0,76.84,32.85,"Alpha","database","media","success"
22.45,4.91,165,1,76.94,54.87,"Gamma","ui","alta","success"
13.93,19.59,150,0,72.97,34.42,"Delta","ui","media","success"
26.18,34.99,160,3,55.87,35.11,"Beta","api","media","success"
13.8,7.64,135,3,82.76,2.11,"Gamma","database","media","failed"
14.28,14.22,144,1,78.98,18.18,"Alpha","analytics","media","failed"
13.51,53.74,159,1,100,3.68,"Gamma","database","alta","success"
18.9,27.68,132,3,63.76,19.01,"Beta","database","baja","success"
8.01,7.06,164,1,98.09,6.22,"Delta","analytics","media","success"
12.31,10.87,158,4,90.92,32.99,"Gamma","auth","baja","success"
4.07,8.34,150,1,60.99,76.54,"Beta","ui","baja","success"
10.13,15.81,181,3,70.86,46.87,"Delta","auth","crítica","success"
30.91,25.63,158,0,77.72,4.36,"Beta","database","alta","success"
12.05,11.64,154,1,70.05,3.43,"Gamma","database","media","success"
14.14,21.9,164,3,39.04,20.77,"Delta","database","media","success"
13.13,30.89,166,1,92.03,21.91,"Delta","ui","media","success"
4.99,12.71,140,2,82.53,30.49,"Gamma","database","baja","success"
14.68,19.1,164,2,73.41,1.22,"Delta","analytics","crítica","success"
18.72,14.77,148,1,79.15,1.67,"Alpha","database","media","success"
14.57,22.18,130,2,50.91,25.97,"Delta","api","baja","success"
25.86,40.29,150,3,75.85,89.65,"Beta","api","baja","success"
21.2,21.17,155,1,94.56,0.77,"Gamma","api","baja","success"
9.56,12.15,155,3,82.06,2.49,"Alpha","ui","baja","failed"
20.88,39.88,165,3,60.79,4.42,"Gamma","ui","alta","success"
2.75,14.52,152,4,63.31,4.6,"Alpha","ui","alta","success"
24.28,21.45,156,2,70.28,0.29,"Alpha","database","alta","success"
22.78,31.88,161,2,62.15,46.42,"Alpha","ui","baja","success"
14.48,49.72,129,4,78.35,1.49,"Delta","auth","media","success"
19.9,23.64,158,1,94.18,70.44,"Gamma","analytics","media","failed"
8.55,6.53,158,0,70.25,45.99,"Beta","database","baja","success"
39.23,20.44,136,4,66.38,5.98,"Alpha","ui","baja","failed"
6,2.83,166,0,87.78,16.48,"Gamma","database","baja","success"
24.37,12.83,145,1,74.3,14.48,"Beta","database","media","success"
9.39,36.14,161,2,78.69,12.91,"Beta","database","baja","success"
18.51,54.22,130,0,81.55,1.87,"Gamma","api","crítica","success"
16.51,9.57,143,1,76.03,11.18,"Gamma","auth","baja","success"
12.46,32.33,145,4,97.97,13.56,"Delta","database","media","success"
20.06,48.47,150,1,66.42,2.02,"Alpha","ui","alta","failed"
12.43,59.4,154,0,82.96,44.38,"Beta","api","media","failed"
23.8,6.34,159,2,80.03,22.94,"Delta","analytics","baja","success"
43.19,48.38,156,2,63.52,NA,"Gamma","auth","media","rolled_back"
16.33,3.86,158,1,82.27,27.63,"Gamma","database","media","success"
19.03,53.16,171,2,91.85,28.53,"Gamma","auth","baja","success"
26.35,24.23,169,3,58.99,4.34,"Beta","api","media","rolled_back"
15.56,9.06,170,1,100,7.13,"Gamma","auth","alta","success"
24.56,12.67,156,2,60.38,10.66,"Beta","database","alta","success"
22.28,24.22,138,3,79.34,17.57,"Delta","api","alta","failed"
15.66,2.45,143,4,NA,20.38,"Beta","api","baja","success"
10.62,7.82,136,2,68.88,34.9,"Beta","auth","baja","success"
10,67.79,154,2,69.75,18.73,"Alpha","database","baja","failed"
12.32,34.57,137,2,83.61,30.19,"Beta","database","baja","success"
26.65,22.57,153,2,72.25,18.36,"Alpha","analytics","alta","success"
14.32,13.98,148,2,69.31,28.09,"Alpha","api","alta","success"
3.91,13.07,150,0,80.31,21.35,"Gamma","ui","crítica","success"
20.18,15.9,144,2,77.72,5.85,"Delta","database","media","failed"
21.3,12.45,144,3,91.95,26.17,"Gamma","ui","media","success"
15.14,6.86,132,1,73.55,9.14,"Alpha","api","media","success"
5.94,26.79,136,2,85.44,6.92,"Delta","ui","crítica","success"
17.57,5.56,176,2,81.48,20.93,"Gamma","ui","crítica","failed"
4.49,15.58,152,1,100,31.03,"Delta","api","baja","success"
3.88,8.53,167,3,75.87,6.24,"Beta","database","baja","success"
8.33,24.62,155,1,65.67,21.73,"Delta","ui","media","success"
24.43,12.79,146,1,68.33,9.73,"Gamma","api","media","failed"
16.97,16.82,155,2,70.13,28.93,"Beta","auth","media","success"
13.46,10.44,146,2,100,14.86,"Delta","ui","baja","success"
25.24,12.99,140,0,90.33,7.88,"Beta","ui","alta","success"
18.7,17.63,136,3,60.75,46.7,"Gamma","auth","baja","rolled_back"
10.15,14.8,162,3,68.35,45.27,"Alpha","api","baja","success"
11.48,36.96,148,0,67.62,37.75,"Delta","database","baja","success"
4.13,35.58,148,3,96.39,7.63,"Gamma","database","baja","success"
4.91,28.61,127,2,81.7,5.32,"Delta","ui","baja","success"
13.96,18.71,149,5,84.44,0.25,"Alpha","ui","media","success"
19.66,11.95,156,3,80.89,4.99,"Delta","ui","baja","success"
8.36,10.88,154,2,95.34,2.88,"Delta","api","alta","success"
18.25,5.35,148,5,75.66,39.34,"Beta","auth","crítica","success"
7.13,17.67,134,0,74.79,13.89,"Alpha","database","media","rolled_back"
17.5,28.15,155,3,69.9,16.35,"Alpha","analytics","media","success"
16.65,5.2,154,1,81.24,33.73,"Delta","api","alta","success"
18.17,26.68,142,2,79.16,2.1,"Gamma","auth","baja","success"
8.87,29.85,166,3,86.73,35.24,"Beta","ui","media","success"
22.7,21.46,135,3,72.54,14.25,"Gamma","database","media","rolled_back"
16.53,7.87,154,2,65.97,4.48,"Delta","api","alta","success"
10.88,8.33,162,2,61.61,22.45,"Alpha","analytics","media","failed"
4.86,9.73,149,1,76.82,13.72,"Beta","api","media","success"
22.84,10.79,150,3,77.06,61.54,"Gamma","database","baja","success"
6.4,11.37,140,2,86.6,2.4,"Delta","api","media","failed"
12.1,7.92,132,2,80.81,11.85,"Alpha","ui","baja","rolled_back"
4.31,30.5,153,3,100,24.81,"Gamma","auth","crítica","success"
26.02,6.9,148,6,86.89,0.47,"Beta","analytics","crítica","failed"
5.3,9.15,141,0,66.31,14.78,"Alpha","analytics","baja","success"
6.35,17.65,150,0,59.83,3.94,"Beta","database","media","failed"
21.45,14.16,138,1,62.19,1.75,"Delta","database","baja","success"
37.38,15.19,150,0,74.93,7.27,"Gamma","database","baja","failed"
16.17,21.88,156,1,79.64,5.29,"Beta","database","baja","success"
11.32,30.1,132,2,67.99,18.51,"Alpha","auth","baja","success"
45.74,18.88,171,1,94.32,12.22,"Gamma","api","baja","failed"
25.96,8.65,115,2,92.37,21.83,"Alpha","api","baja","success"
23.58,25.66,156,2,83.78,5.09,"Alpha","analytics","alta","failed"
19.49,41.28,175,3,63.97,0.14,"Alpha","ui","media","rolled_back"
13.84,45.09,148,3,86.6,6.02,"Beta","analytics","alta","success"
9.72,9.41,166,1,64.97,0.13,"Delta","api","media","success"
5.12,7.69,178,2,91.58,4.41,"Beta","database","baja","success"
5.44,6.32,167,1,86.3,5.02,"Beta","api","media","failed"
24.96,36.35,156,4,73.41,3.38,"Gamma","auth","baja","success"
21.98,25.13,150,1,69.87,8.8,"Gamma","auth","media","success"
6.95,14.35,167,0,100,15.29,"Delta","auth","baja","success"
39.45,14.3,160,2,63.44,22.07,"Gamma","analytics","baja","success"
22.53,5.66,143,1,58.52,2.98,"Delta","api","media","failed"
5.87,19.95,153,2,81.13,7.78,"Gamma","database","baja","success"
10.11,11.58,137,3,61,5.19,"Gamma","auth","crítica","success"
10.13,22.7,144,3,72.68,62.56,"Delta","analytics","alta","success"
2.65,2.58,153,4,49.32,4.83,"Gamma","analytics","baja","success"
9.99,6.1,124,2,57.5,17.38,"Alpha","auth","baja","failed"
10.92,14.27,136,1,61.23,6.16,"Gamma","auth","baja","success"
19.52,17.43,171,2,79.49,16.05,"Delta","database","baja","success"
13.22,24.33,174,3,66.61,41.51,"Delta","analytics","crítica","success"
18.61,30.2,160,1,56.7,18.43,"Alpha","ui","baja","success"
16.62,16.91,151,3,64.34,8.64,"Beta","api","alta","success"
15.43,26,132,0,78.07,1.47,"Beta","ui","baja","success"
24.54,4.86,129,3,83.39,39.85,"Beta","api","media","success"
8.73,13.99,164,5,70.57,3.79,"Gamma","analytics","baja","success"
12.76,7.88,172,3,63.59,25.53,"Gamma","database","media","success"
5.65,41.02,140,2,64.08,7.48,"Beta","auth","alta","success"
3.71,27.84,158,2,76.06,11.14,"Gamma","api","baja","failed"
8.97,10.49,150,1,78,35.96,"Delta","analytics","baja","failed"
21.16,9.94,138,1,60.08,18.54,"Alpha","database","baja","success"
18.28,21.41,140,4,64.43,9.95,"Gamma","ui","media","success"
8.21,1.78,143,0,68.04,7.83,"Gamma","analytics","baja","failed"
18.21,16.72,138,4,84.04,4.29,"Alpha","analytics","media","success"
11.78,18.76,152,3,85,21.71,"Gamma","api","alta","success"
5.41,31.02,150,1,66.72,33.63,"Beta","auth","crítica","success"
8.49,14.35,151,5,72.36,0.88,"Beta","api","media","success"
21.54,6.99,154,1,82.21,17.81,"Delta","auth","alta","success"
8.75,20.17,130,3,97.23,8.05,"Alpha","analytics","crítica","success"
27.3,11.98,156,3,68.13,47.33,"Delta","api","media","success"
5.48,3.8,168,2,67.13,18.82,"Beta","api","baja","success"
28.62,10.64,150,2,78.88,12.67,"Beta","analytics","media","success"
13.01,11.6,159,0,69.22,17.09,"Delta","analytics","baja","success"
22.47,26.21,159,4,81.91,21.85,"Beta","auth","baja","success"
19.55,5.94,145,2,57.15,7.44,"Beta","api","alta","success"
9.88,89.8,153,2,84.3,28.98,"Gamma","ui","baja","success"
5.71,21.57,133,3,92.81,13.56,"Delta","auth","alta","failed"
15.17,22.2,148,1,65.02,31.91,"Gamma","auth","baja","success"
4.06,24.49,169,3,57.24,63.63,"Beta","analytics","alta","success"
11.57,5.1,133,0,78.73,0.93,"Gamma","auth","media","success"
13.46,8.49,123,1,65.79,104.62,"Gamma","analytics","media","success"
16.71,7.58,143,5,70.08,11.52,"Beta","database","media","success"
20.57,11.55,156,2,73.53,18.51,"Gamma","analytics","baja","success"
19.38,27.07,168,1,46.3,22.73,"Gamma","auth","baja","success"
9.11,1.12,157,1,93.54,16.83,"Beta","ui","baja","success"
13.67,13.82,157,2,53.37,18.3,"Delta","database","baja","success"
9.82,10.48,138,1,88.4,37.94,"Delta","auth","media","rolled_back"
15.24,17.35,153,3,71.26,14.46,"Beta","analytics","media","success"
14.03,2.34,154,1,84.8,29.14,"Beta","api","media","success"
22.16,56.82,147,1,69.77,32.8,"Alpha","ui","baja","success"
32.39,6.76,151,2,74.63,16.75,"Delta","auth","baja","success"
10.43,33.77,163,5,72.62,18.29,"Beta","auth","baja","success"
37.35,3.37,153,3,85.32,11.93,"Beta","analytics","baja","success"
14.42,5.34,166,1,62.2,8.46,"Alpha","api","media","failed"
6.87,44.33,163,2,68.24,3.52,"Alpha","api","baja","success"
14.72,35.99,137,3,NA,24.91,"Gamma","ui","baja","success"
21.49,17.09,164,1,94.46,29.09,"Alpha","database","baja","success"
9.56,32.15,159,2,82.17,9.4,"Gamma","api","alta","success"
3.77,20,152,0,67.95,15.35,"Alpha","database","alta","success"
11.12,14.25,148,1,76.85,3.25,"Delta","auth","media","success"
4.52,29.42,158,2,82.51,15.73,"Beta","auth","baja","success"
27.35,1.06,164,1,67.84,32.78,"Alpha","database","baja","success"
9.36,2.22,149,1,70.82,2.05,"Alpha","auth","baja","success"
10.5,18.57,131,3,79.28,NA,"Gamma","analytics","baja","failed"
24.98,25.49,133,2,71.41,54.64,"Gamma","analytics","media","success"
28.98,51.31,124,0,73.7,0.13,"Alpha","ui","baja","success"
11.37,20.51,157,4,71.59,39.34,"Beta","analytics","media","success"
5.67,9.66,154,1,69.74,6.76,"Alpha","auth","baja","success"
5.62,49.39,158,0,88.69,11.76,"Gamma","api","baja","failed"
2.84,62.95,142,1,68.55,15.87,"Beta","auth","crítica","success"
5.95,9.66,159,3,76.83,52.63,"Gamma","analytics","baja","success"
15.72,13.6,141,1,88.01,11.2,"Delta","auth","baja","success"
19.87,19.22,162,4,74.2,17.95,"Gamma","api","alta","success"
15.89,8.8,143,3,72.92,9.2,"Beta","ui","alta","success"
24.01,33.73,160,4,69.63,4.7,"Alpha","api","alta","success"
1.56,18.11,151,3,73.38,16.26,"Beta","auth","crítica","failed"
14.11,22.06,141,1,44.22,9.79,"Delta","ui","media","success"
11.63,4.2,152,2,71.37,32.62,"Gamma","auth","media","success"
36.6,17.91,153,1,70.62,30.19,"Beta","database","media","failed"
12.01,8.41,157,0,70.09,0.64,"Alpha","api","media","success"
7.86,6.53,147,2,64.79,74.82,"Alpha","analytics","baja","failed"
13.72,23.59,171,1,86.5,17.71,"Delta","database","baja","rolled_back"
7.01,50.4,150,3,71.91,25.86,"Beta","ui","alta","success"
14.75,9.35,132,0,76.52,16.74,"Delta","api","baja","success"
15.75,26.85,147,5,70.33,13.76,"Beta","api","baja","success"
18.44,14.5,146,3,75.75,12.4,"Gamma","api","media","failed"
15.87,17.94,154,3,95.66,23.17,"Delta","analytics","baja","success"
9.76,39.3,141,0,100,1.33,"Delta","ui","alta","success"
18.51,21.13,149,3,60.73,2.5,"Gamma","ui","media","success"
2.94,13.82,148,2,87.54,3.03,"Gamma","database","media","success"
28.2,15.29,130,4,72.94,15.74,"Alpha","api","alta","success"
10.45,38.94,151,2,75.13,11.04,"Beta","ui","baja","success"
24.5,58.12,154,4,92.61,11.48,"Delta","api","media","failed"
13.33,40.99,145,2,67.34,0.95,"Beta","database","alta","failed"
21.44,8.99,172,6,66.92,2.49,"Beta","ui","media","success"
9.71,10.67,136,1,62.73,9.82,"Delta","ui","alta","success"
6.89,10.97,143,0,55.87,31.81,"Gamma","auth","media","success"
16.66,27.13,163,1,77.45,32.84,"Beta","database","baja","failed"
24.4,10.29,147,5,90.09,14.37,"Gamma","ui","alta","success"
21.12,2.73,149,0,73.35,10.36,"Alpha","api","baja","success"
7.34,18.41,171,3,72.37,29.38,"Gamma","auth","media","failed"
14.58,13.47,156,2,62.75,33.83,"Alpha","api","baja","success"
13.28,5.81,165,2,59.38,1.66,"Beta","auth","alta","failed"
2.96,13.6,166,3,75.66,9.25,"Beta","ui","baja","success"
21.58,36.02,131,2,67.9,15.55,"Gamma","database","media","success"
12.81,2.2,141,2,62.48,16.73,"Delta","database","alta","success"
13.53,8.66,146,3,75.69,47.87,"Delta","database","media","success"
19.15,3,151,1,79.52,2.82,"Beta","auth","baja","success"
12.01,10.92,128,0,74.86,1.22,"Alpha","database","baja","success"
13.43,7.05,163,4,84.41,21.81,"Beta","api","alta","success"
18.18,5.34,169,3,79.1,62.89,"Beta","api","crítica","success"
7.51,44.39,155,0,77.39,23.57,"Beta","database","media","success"
19.9,6.02,171,2,84.79,47.04,"Beta","database","baja","failed"
10.75,16.09,163,1,92.22,5.04,"Alpha","database","baja","success"
9.5,29.17,169,2,65.68,9.07,"Alpha","auth","media","success"
23.46,11.09,141,2,58.19,7.42,"Gamma","auth","media","success"
22.43,13.08,163,2,80.02,0.73,"Gamma","api","crítica","success"
10.23,12.84,135,1,79.63,48.66,"Alpha","database","baja","success"
42.87,24.22,143,2,63.58,8.18,"Alpha","analytics","baja","success"
34.09,8.81,154,4,70.43,7.19,"Beta","auth","baja","success"
24.24,18.41,156,3,92.36,8.17,"Delta","analytics","alta","success"
4.43,10.6,166,3,75.25,37.08,"Gamma","database","media","failed"
11.37,5.22,144,3,100,35.88,"Gamma","database","alta","success"
3.9,14.86,140,1,77.36,22.13,"Alpha","analytics","media","success"
3.92,10.04,138,0,72.36,26.07,"Delta","analytics","baja","failed"
5.54,14.2,157,2,76.71,17.4,"Beta","database","crítica","success"
8.62,33.69,128,4,81.99,9,"Alpha","auth","baja","success"
12.66,18.74,139,1,54.63,43.98,"Alpha","api","alta","success"
23.83,11.82,146,4,100,31.83,"Alpha","database","baja","success"
16.78,15.29,134,4,82.62,6.88,"Alpha","ui","media","success"
10.15,10.92,153,1,59.27,20.81,"Alpha","api","crítica","success"
4.18,105.3,143,2,80.69,7.25,"Alpha","api","media","failed"
7.98,3.19,144,3,74.46,0.34,"Gamma","api","alta","failed"
33.68,54.98,145,3,69.06,5.82,"Gamma","api","baja","success"
13.97,27.16,154,0,75.67,63.91,"Delta","api","alta","failed"
19.42,17.96,141,6,82.19,10.95,"Delta","database","baja","rolled_back"
15.99,5.79,171,3,73.91,3.38,"Delta","analytics","media","success"
8.39,4.18,136,1,79.4,2.48,"Delta","database","alta","failed"
18.06,31.23,151,0,57.65,38.95,"Beta","analytics","baja","success"
15.07,11.73,156,3,92.66,15.01,"Gamma","api","crítica","success"
16.87,35.1,139,0,72.76,2.38,"Alpha","auth","media","success"
5.28,27.98,149,2,81.6,4.71,"Gamma","api","baja","success"
9.34,27.49,157,3,73.78,22.29,"Delta","database","baja","success"
26.14,24.33,132,1,87.28,20.27,"Alpha","auth","crítica","success"
6.26,10.95,137,4,100,106.45,"Beta","analytics","media","success"
5.7,14.8,160,3,77.59,17.05,"Beta","analytics","baja","success"
15.53,45.19,155,4,69.07,0.45,"Gamma","api","alta","success"
20.62,26.02,150,1,73.56,34.23,"Delta","analytics","baja","rolled_back"
26.65,23.28,148,2,98.41,63.27,"Alpha","ui","crítica","success"
12.06,16.87,144,4,66.08,0.66,"Beta","auth","baja","failed"
10.91,3.96,158,1,79.87,1.29,"Delta","ui","alta","success"
2.83,41.8,158,1,79.57,1.04,"Delta","analytics","alta","success"
6.31,9.96,156,1,95.98,14.09,"Beta","database","baja","success"
7.93,41.62,181,2,70.87,17.99,"Beta","api","baja","success"
6.85,3.3,158,2,56.5,6.95,"Alpha","api","crítica","success"
10.7,17.97,146,1,84.03,9.71,"Beta","api","media","failed"
10.34,11.97,142,2,77.16,53.34,"Gamma","database","media","success"
9.89,35.14,136,1,100,18.95,"Beta","analytics","alta","success"
10.91,26.61,145,2,68.62,1.41,"Gamma","database","crítica","success"
19.77,13.02,146,1,90.05,5.32,"Beta","ui","baja","success"
